author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q23047430,14,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",,,,She,,took,at the Institute for Juvenile Research,,,take
Q23047430,14,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",,work,,she,,,at the Institute for Juvenile Research,continued,,work
Q23047430,14,"She took a fellowship in child psychiatry at the Institute for Juvenile Research, where she continued to work as a staff psychiatrist for some time after completing the fellowship.  (Jeanne Spurlock)",,,,she,,completing,,,,complete
Q62439,11,""" Okarvi's early childhood was spent in Okara, Pakistan.  (Kaukab Noorani Okarvi)","in Okara, Pakistan",,,Okarvi's early childhood,,spent,,,,spend
Q5644475,1,He was born on 23 July 1928 and died on 12 March 2010 at Hyderabad.  (Hameeduddin Aqil),,,on 23 July 1928,,,born,,,He,bear
Q5644475,1,He was born on 23 July 1928 and died on 12 March 2010 at Hyderabad.  (Hameeduddin Aqil),at Hyderabad,,on 12 March 2010,He,,died,,,,die
Q20513142,9,She worked as a poet in the Massachusetts schools.  (Diana Der Hovanessian),in the Massachusetts schools,worked,,She,,,,,,work
Q43373901,1,He is known for participating in Bigg Boss 11 and hosting MTV Ace of Space.  (Vikas Gupta),,participating,,,known,,,,He,participate
Q43373901,1,He is known for participating in Bigg Boss 11 and hosting MTV Ace of Space.  (Vikas Gupta),,hosting,,,known,,MTV Ace of Space,,He,host
Q3546416,6,"He worked as production assistant and performed as background characters and in sketches on the shows of brothers Keenen Ivory Wayans (In Living Color) and Damon Wayans, Sr. (My Wife and Kids).  (Dwayne Wayans)",,worked,,He,,,,,,work
Q3546416,6,"He worked as production assistant and performed as background characters and in sketches on the shows of brothers Keenen Ivory Wayans (In Living Color) and Damon Wayans, Sr. (My Wife and Kids).  (Dwayne Wayans)",,performed,,He,,,,,,perform
Q96393656,6,She graduated with a B.S. in Math from Yangon University.  (Moe Moe),,,,She,,graduated,from Yangon University,,,graduate
Q3142046,36,"Ouologuem also wrote poetry, some of which appeared in the journal Nouvelle Somme.  (Yambo Ouologuem)",,wrote,,Ouologuem,,,in the journal Nouvelle Somme,,,write
Q28086136,14,"His most recent TV series include Black and British: A Forgotten History, The World's War, A House Through Time and the BAFTA award-winning Britain’s Forgotten Slave Owners.  (David Olusoga)",,,,Britain’s Forgotten Slave Owners,,winning,BAFTA award,,,win
Q475295,27,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,agent,,Valladares,,,,,,agent
Q475295,27,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,,,,,arrest,,,his,arrest
Q475295,27,"The Cuban government has made unconfirmed, unsubstantiated claims that Valladares was a CIA agent prior to his arrest and after his release from prison.  (Armando Valladares)",,,,,,release,,,his,release
Q233383,60,"Plummer later admitted to The Baltimore Sun he had lied, saying he was ""caught up in the emotion at the Vietnam Veterans Memorial on the day Phuc spoke"".  (Phan Thi Kim Phuc)",,,,Plummer,admitted,lied,to The Baltimore Sun,,,lie
Q233383,60,"Plummer later admitted to The Baltimore Sun he had lied, saying he was ""caught up in the emotion at the Vietnam Veterans Memorial on the day Phuc spoke"".  (Phan Thi Kim Phuc)",,,,Plummer,saying,caught,at the Vietnam Veterans Memorial,,,catch
Q251123,8,Mutis studied high school at the Colegio Mayor de Nuestra Señora del Rosario in Bogotá under the tutelage of the Colombian poet Eduardo Carranza.  (Álvaro Mutis),in Bogotá,studied,,Mutis,,,at the Colegio Mayor de Nuestra Señora del Rosario,,,study
Q7350643,0,"Robert W. Bogle president and CEO of the Philadelphia Tribune newspaper, where he has worked for 39 years.  (Robert W. Bogle)",,president,,Robert W. Bogle,,,of the Philadelphia Tribune newspaper,,,president
Q7350643,0,"Robert W. Bogle president and CEO of the Philadelphia Tribune newspaper, where he has worked for 39 years.  (Robert W. Bogle)",,worked,,he,,,Philadelphia Tribune newspaper,,,work
Q6450035,4,"He attended UST Primary School, the Presbyterian Boys' Senior High School, and Prempeh College.  (Kwaku Sintim-Misa)",,attended,,He,,,"UST Primary School, the Presbyterian Boys' Senior High School, and Prempeh College",,,attend
Q7876221,6,He completed BDA officer training at the Japanese Royal Military Academy and from 1952-1954 studied at the British Royal Military Academy.  (U Lwin),,,,He,,completed,at the Japanese Royal Military Academy,,,complete
Q7876221,6,He completed BDA officer training at the Japanese Royal Military Academy and from 1952-1954 studied at the British Royal Military Academy.  (U Lwin),,studied,from 1952-1954,He,,,at the British Royal Military Academy,,,study
Q528185,45,"Enrique Krauze has named himself a critic of power, of presidential power to be precise, that has been exercised itself in Mexico as authoritarian throughout decades.  (Enrique Krauze)",,critic,,Enrique Krauze,named,,,,,critic
Q27057673,28,"In September 2007 he was among five journalists from Africa who won a place to participate in the United Nations Department of Public Information  conference on Climate Change held in UN Headquarters, New York.  (Kofi Akpabli)",New York,,,he,,participate,in the United Nations Department of Public Information conference on Climate Change,,,participate
Q242051,44,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",,,,,,nominated,,,Faith Without Fear,nominate
Q242051,44,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",,finalist,,Faith Without Fear,,,of Canada's Gemini Award,,,finalist
Q242051,44,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",,,,Faith Without Fear,,launched,by the American Islamic Congress,,,launch
Q242051,44,"Faith Without Fear was nominated for an Emmy, was a finalist for the National Film Board of Canada's Gemini Award It launched the 2008 Muslim Film Festival, organized by the American Islamic Congress and won Gold at the New York Television Festival.  (Irshad Manji)",at the New York Television Festival,,,Faith Without Fear,,won,,,,win
Q105675333,13,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",,,,,,release,,,"of her debut novel, The Gilded Ones",release
Q105675333,13,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",,,,,,signed,Makeready,,Forna,sign
Q105675333,13,"A week after the 2021 release of her debut novel, The Gilded Ones, Deadline Hollywood announced that the independent film production company Makeready had signed Forna to write the script for a film adaptation.  (Namina Forna)",,,,Forna,,write,,,,write
Q6807571,12,"In 1969, she completed a bachelor's degree in English and French from Khartoum University.  (Meena Alexander)",,,In 1969,she,,completed,from Khartoum University,,,complete
Q118969,44,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,,,,,vote,,,for LaDuke,vote
Q118969,44,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,,,,,making,,,her,make
Q118969,44,"In 2016, Robert Satiacum, Jr., a faithless elector from Washington, cast his presidential vote for Native American activist Faith Spotted Eagle and his vice-presidential vote for LaDuke, making her the first Green Party member and the first Native American woman to receive an Electoral College vote for vice president.  (Winona LaDuke)",,,,,,receive,,,first Native American woman,receive
Q452860,4,"She studied in Kumasi, where she received her diploma in 1980.  (Amma Darko)",in Kumasi,studied,,She,,,,,,study
Q452860,4,"She studied in Kumasi, where she received her diploma in 1980.  (Amma Darko)",in Kumasi,,in 1980,,,received,,,She,receive
Q20882463,51,"Houston Baptist University professor Holly Ordway writes that ""Guite helps us see clearly and deeply how poetry allows us to know truth in a different but complementary way to propositional, rational argument"" in her review of Faith, Hope, and Poetry: Theology and the Poetic Imagination.  (Malcolm Guite)",,helps,,Guite,,,,,,help
Q4695804,5,Essop was awarded the Olive Schreiner Prize in 1979 by the English Academy of Southern Africa for The Hajji and Other Stories (1978) and the Literary Lifetime Achievement Award by the South African Ministry of Arts and Culture.  (Ahmed Essop),,,in 1979,,,awarded,by the English Academy of Southern Africa,,Essop,award
Q4695804,5,Essop was awarded the Olive Schreiner Prize in 1979 by the English Academy of Southern Africa for The Hajji and Other Stories (1978) and the Literary Lifetime Achievement Award by the South African Ministry of Arts and Culture.  (Ahmed Essop),,,,Essop,,awarded,by the South African Ministry of Arts and Culture,,,award
Q4291456,62,"In 2013, he is awarded with the national accolade of the Armenian Republic for his Matenataran project.  (Arthur Meschian)",of the Armenian Republic,,In 2013,,,awarded,,,he,award
Q4666206,44,He was elected president of the National Council of Damascus Declaration in Exile in October 2010.  (Abdulrazak Eid),,,in October 2010,He,,elected,of the National Council of Damascus Declaration in Exile,,,elect
Q6123166,10,He then worked for the Lenin Yoli newspaper in Samarqand Province from 1982 to 1985.  (Jahangir Mamatov),in Samarqand Province,worked,from 1982 to 1985,He,,,for the Lenin Yoli newspaper,,,work
Q3395025,33,"In her 1992 memoir, A Taste of Power, she wrote about the experience: ""A woman in the Black Power movement was considered, at best, irrelevant.  (Elaine Brown)",,,,she,,wrote,,,,write
Q541910,22,"Set in a small mining town in Democratic Republic of Congo, Ruined follows Mama Nadi, a shrewd businesswoman protecting and profiting from the women she shelters.  (Lynn Nottage)",in Democratic Republic of Congo,,,Ruined,,Set,,,,set
Q7416759,31,"In 2020, Night Trip, a collaboration between Seaton and composer Carlos Simon, was performed at the Kennedy Center as part of their annual American Opera Initiative.  (Sandra Seaton)",,,In 2020,,,performed,at the Kennedy Center,,Night Trip,perform
Q2730991,1,"After obtaining his master's degree in philosophy and social sciences, he completed his postgraduate studies at the Lebanese University.  (Mohamed Ali Yousfi)",,,,he,,obtaining,,,,obtain
Q2730991,1,"After obtaining his master's degree in philosophy and social sciences, he completed his postgraduate studies at the Lebanese University.  (Mohamed Ali Yousfi)",,,,he,,completed,at the Lebanese University,,,complete
